Unnamed: 0,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
880,Taormina,Munich,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",888.0,4.0,$$ - $$$,53.0,"[['One of the best Italian restaurants in Mun...', 'Nice italian restaurant'], ['07/02/2017', '05/12/2017']]",/Restaurant_Review-g187309-d964581-Reviews-Taormina-Munich_Upper_Bavaria_Bavaria.html,d964581
3466,Pic-zas,Barcelona,['European'],3467.0,4.5,$$ - $$$,7.0,"[['Great hosts'], ['05/02/2017']]",/Restaurant_Review-g187497-d10810113-Reviews-Pic_zas-Barcelona_Catalonia.html,d10810113
9019,Golden House Take Away,London,,9028.0,5.0,,,"[['Value for money'], ['12/15/2013']]",/Restaurant_Review-g186338-d5122227-Reviews-Golden_House_Take_Away-London_England.html,d5122227
982,Rode Molle Mat & Vinhus,Oslo,,983.0,3.0,,10.0,"[['Reliable Indian food at a good (Oslo) pric...', 'Divey Atmosphere'], ['01/06/2016', '04/17/2015']]",/Restaurant_Review-g190479-d7771237-Reviews-Rode_Molle_Mat_Vinhus-Oslo_Eastern_Norway.html,d7771237
2982,Grelha D'Ouro,Lisbon,,2985.0,4.0,,7.0,"[['Excellent food and service.', 'Just a simple restaurant.'], ['08/20/2015', '12/20/2014']]",/Restaurant_Review-g189158-d5959776-Reviews-Grelha_D_Ouro-Lisbon_Lisbon_District_Central_Portugal.html,d5959776
6448,Restaurante Cruz De Mayo,Madrid,['International'],6451.0,4.0,$$ - $$$,31.0,"[['Excellent local restaurant', 'Lovely service in a most typical Tapas Bar...'], ['09/13/2015', '03/06/2014']]",/Restaurant_Review-g187514-d2188622-Reviews-Restaurante_Cruz_De_Mayo-Madrid.html,d2188622
4688,Yipin China,London,"['Chinese', 'Asian', 'Vegetarian Friendly']",4696.0,4.0,$$ - $$$,113.0,"[['Great food!', 'A local favorite'], ['12/04/2017', '05/25/2017']]",/Restaurant_Review-g186338-d2704056-Reviews-Yipin_China-London_England.html,d2704056
4028,Prazsky Gurman,Prague,"['Czech', 'Bar', 'Pub', 'Central European']",4042.0,2.0,$$ - $$$,80.0,"[['Yummy food and good beer', 'Good lunch'], ['11/01/2017', '03/12/2017']]",/Restaurant_Review-g274707-d7002278-Reviews-Prazsky_Gurman-Prague_Bohemia.html,d7002278
568,Mamma corleone,Geneva,"['Italian', 'Pizza']",571.0,4.0,$$ - $$$,24.0,"[['Very very good pizza', 'Handmade italian Pizza in the heart of the...'], ['08/29/2016', '06/19/2016']]",/Restaurant_Review-g188057-d3650156-Reviews-Mamma_corleone-Geneva.html,d3650156
469,Masina,Athens,['Steakhouse'],470.0,4.5,$,30.0,"[['Winter Warmer👍🏻', 'Great pita! Great souvlaki!'], ['01/09/2017', '10/09/2016']]",/Restaurant_Review-g189400-d7644854-Reviews-Masina-Athens_Attica.html,d7644854
198,Restaurant White Horse,Prague,"['European', 'Czech', 'Eastern European', 'Central European', 'International', 'Vegetarian Friendly', 'Gluten Free Options']",199.0,4.0,$$ - $$$,688.0,"[['A treat, lovely celler basement restaurant', 'Excellent food and atmosphere'], ['01/04/2018', '11/30/2017']]",/Restaurant_Review-g274707-d1119591-Reviews-Restaurant_White_Horse-Prague_Bohemia.html,d1119591
3854,Cafe Geschmacklos,Berlin,,3856.0,4.5,,3.0,"[['Café at University'], ['05/03/2015']]",/Restaurant_Review-g187323-d5822630-Reviews-Cafe_Geschmacklos-Berlin.html,d5822630
1725,Klara Fruchtsennerei,Vienna,"['Austrian', 'Cafe', 'European', 'Contemporary', 'Diner', 'Healthy']",1726.0,4.5,$,7.0,"[[], []]",/Restaurant_Review-g190454-d8819197-Reviews-Klara_Fruchtsennerei-Vienna.html,d8819197
6478,Burger Bear,London,"['Bar', 'Fast Food', 'British', 'Contemporary', 'American', 'Pub']",6487.0,4.5,$$ - $$$,32.0,"[['Absolutely filthy in all the right ways', 'Great burger'], ['01/02/2018', '09/28/2017']]",/Restaurant_Review-g186338-d5817117-Reviews-Burger_Bear-London_England.html,d5817117
15913,Subway,London,,15925.0,2.5,,2.0,"[['Slow Service', 'Good place for a quick sandwich'], ['10/13/2016', '01/12/2014']]",/Restaurant_Review-g186338-d4923395-Reviews-Subway-London_England.html,d4923395
252,Cafe Talo,Helsinki,"['Bar', 'Cafe', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",253.0,4.5,$$ - $$$,47.0,"[['Friendly Spot', 'Great vibe'], ['03/25/2017', '03/09/2017']]",/Restaurant_Review-g189934-d4464052-Reviews-Cafe_Talo-Helsinki_Uusimaa.html,d4464052
2070,Bar Restaurant Terrace,Lyon,"['French', 'European']",2071.0,3.0,$$ - $$$,192.0,"[['Disappointing!', 'Very average food and service for Lyon'], ['11/19/2016', '07/15/2015']]",/Restaurant_Review-g187265-d2434947-Reviews-Bar_Restaurant_Terrace-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d2434947
4659,Coffee Brown,Milan,,4662.0,4.0,,,"[[], []]",/Restaurant_Review-g187849-d12864533-Reviews-Coffee_Brown-Milan_Lombardy.html,d12864533
3090,Le Buffet Bergedorf,Hamburg,['International'],,,$,,,/Restaurant_Review-g187331-d12932779-Reviews-Le_Buffet_Bergedorf-Hamburg.html,d12932779
300,17 Restaurante & Bar,Oporto,"['Mediterranean', 'European', 'Portuguese']",301.0,4.0,$$$$,300.0,"[['Great view, a bit pricey', 'Lovely first Dinner in Porto'], ['10/18/2017', '09/25/2017']]",/Restaurant_Review-g189180-d3853125-Reviews-17_Restaurante_Bar-Porto_Porto_District_Northern_Portugal.html,d3853125
2052,Osteria Borgese,Milan,['Italian'],2054.0,4.5,$$$$,13.0,"[[], []]",/Restaurant_Review-g187849-d12482295-Reviews-Osteria_Borgese-Milan_Lombardy.html,d12482295
9570,Comptoir Saint Honore,Paris,['Mediterranean'],9572.0,3.5,,18.0,"[['Convenient local food on a busy corner', 'Best Croque Madame'], ['09/30/2017', '07/14/2017']]",/Restaurant_Review-g187147-d8020111-Reviews-Comptoir_Saint_Honore-Paris_Ile_de_France.html,d8020111
4785,Original Lahore Restaurant,London,"['Indian', 'Asian', 'Pakistani', 'Vegetarian Friendly', 'Halal']",4794.0,4.0,$$ - $$$,104.0,"[['family and friends feast', 'Best Indian food in Central London'], ['11/03/2017', '09/17/2017']]",/Restaurant_Review-g186338-d4544734-Reviews-Original_Lahore_Restaurant-London_England.html,d4544734
13225,Bloom,London,"['Cafe', 'Vegetarian Friendly']",13235.0,3.5,$$ - $$$,36.0,"[['Great place for a drink or to eat', 'Birthday dinner with kids'], ['12/17/2017', '03/28/2017']]",/Restaurant_Review-g186338-d5769106-Reviews-Bloom-London_England.html,d5769106
5463,Bohmischer Garten,Berlin,['German'],5465.0,4.0,,8.0,"[[], []]",/Restaurant_Review-g187323-d7029543-Reviews-Bohmischer_Garten-Berlin.html,d7029543
1828,Woodfire and Green,Dublin,['Cafe'],1832.0,3.0,$$ - $$$,13.0,"[['Overpriced sandwich and coffees', 'Not half Bad'], ['06/28/2017', '06/20/2017']]",/Restaurant_Review-g186605-d12252605-Reviews-Woodfire_and_Green-Dublin_County_Dublin.html,d12252605
2353,Hack and Hop,London,"['Bar', 'British', 'Pub', 'Brew Pub', 'Gastropub', 'Vegetarian Friendly']",2358.0,4.5,$$ - $$$,95.0,"[['Excellent Sunday roast', 'Fab late lunch on a Saturday'], ['12/31/2017', '11/17/2017']]",/Restaurant_Review-g186338-d5820184-Reviews-Hack_and_Hop-London_England.html,d5820184
1678,Noosa,Paris,"['Seafood', 'Mediterranean']",1679.0,4.5,$$ - $$$,97.0,"[['Simply a very good experience', 'Fantastic Little Restaurant'], ['11/17/2017', '10/02/2017']]",/Restaurant_Review-g187147-d7098540-Reviews-Noosa-Paris_Ile_de_France.html,d7098540
298,Goldmarie,Munich,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",300.0,4.0,$$ - $$$,91.0,"[['Simple and enjoyable environs, excellent f...', 'eclectic food offerings'], ['05/26/2017', '08/13/2017']]",/Restaurant_Review-g187309-d2022480-Reviews-Goldmarie-Munich_Upper_Bavaria_Bavaria.html,d2022480
917,Roots,Hamburg,"['Mexican', 'Indian', 'Fusion']",919.0,5.0,,4.0,"[['Lunchtime fusion!'], ['10/27/2017']]",/Restaurant_Review-g187331-d12689903-Reviews-Roots-Hamburg.html,d12689903
3700,La Pace del Cervello,Rome,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3701.0,3.0,$$ - $$$,828.0,"[['Nice place cloce to Colosseum', 'Not a bad place!'], ['09/18/2017', '08/22/2017']]",/Restaurant_Review-g187791-d2227216-Reviews-La_Pace_del_Cervello-Rome_Lazio.html,d2227216
3516,The Pembroke,London,"['Bar', 'British', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options']",3523.0,4.0,$$ - $$$,215.0,"[['Attractive pub with very good food', 'Good pub'], ['11/04/2017', '10/11/2017']]",/Restaurant_Review-g186338-d1989919-Reviews-The_Pembroke-London_England.html,d1989919
3322,Studio 8,Berlin,"['Bar', 'Pub']",3324.0,5.0,$,,"[['Great drinks, nice music, laid back vibe'], ['05/16/2017']]",/Restaurant_Review-g187323-d10276285-Reviews-Studio_8-Berlin.html,d10276285
4889,Garum,Madrid,,4892.0,4.0,,19.0,"[[], []]",/Restaurant_Review-g187514-d6716186-Reviews-Garum-Madrid.html,d6716186
15144,The Cockney Food Gaff,London,"['Indian', 'British', 'Bar', 'Turkish', 'Pub', 'Halal']",15155.0,3.5,$$ - $$$,11.0,"[['Erm', 'Try a real pie and mash! Before going ther...'], ['07/11/2017', '02/01/2017']]",/Restaurant_Review-g186338-d10447919-Reviews-The_Cockney_Food_Gaff-London_England.html,d10447919
7782,Jalisco Brixton,London,"['Mexican', 'Central American', 'Latin', 'Spanish', 'South American']",7791.0,4.0,$,50.0,"[['Good for quick Mexican food stopover withi...', 'Big serving of burritos,the best camote fr...'], ['10/11/2017', '01/19/2017']]",/Restaurant_Review-g186338-d6575404-Reviews-Jalisco_Brixton-London_England.html,d6575404
1099,Zum hungrigen Kojoten,Vienna,"['German', 'Austrian', 'Central European', 'European']",1100.0,4.0,$,52.0,"[[""This coyote won't leave you hungry"", 'Austrian home style food: value for money'], ['05/29/2017', '04/25/2017']]",/Restaurant_Review-g190454-d4153922-Reviews-Zum_hungrigen_Kojoten-Vienna.html,d4153922
2660,Ala Vivo,Hamburg,,2668.0,2.0,,,"[[], []]",/Restaurant_Review-g187331-d12209922-Reviews-Ala_Vivo-Hamburg.html,d12209922
2690,Chiringuito Las Sardinitas,Barcelona,"['Seafood', 'Mediterranean', 'European', 'Spanish']",2691.0,3.5,$$ - $$$,321.0,"[['Only average because the Paella was good', 'Casual beach side tapas and drinking watch...'], ['12/30/2017', '10/21/2017']]",/Restaurant_Review-g187497-d3136754-Reviews-Chiringuito_Las_Sardinitas-Barcelona_Catalonia.html,d3136754
161,Nostress cafe restaurant,Prague,"['International', 'European', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",162.0,4.0,$$ - $$$,650.0,"[['Good Good Good', 'Decent meal'], ['01/03/2018', '01/03/2018']]",/Restaurant_Review-g274707-d1215232-Reviews-Nostress_cafe_restaurant-Prague_Bohemia.html,d1215232
4707,U Draka,Prague,"['European', 'Czech']",,,,,,/Restaurant_Review-g274707-d7713906-Reviews-U_Draka-Prague_Bohemia.html,d7713906
663,Brasserie Federal,Zurich,"['Swiss', 'Bar', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",667.0,3.5,$$ - $$$,255.0,"[['Great for a quick meal', 'Good place for quick meal'], ['01/04/2018', '12/04/2017']]",/Restaurant_Review-g188113-d1874021-Reviews-Brasserie_Federal-Zurich.html,d1874021
1231,Donna Sofia,Munich,['Pizza'],1243.0,4.5,$$ - $$$,23.0,"[['tasty italian food', 'As an Italian restaurant should be!'], ['03/26/2017', '10/19/2016']]",/Restaurant_Review-g187309-d7621266-Reviews-Donna_Sofia-Munich_Upper_Bavaria_Bavaria.html,d7621266
1505,Les Crepes de Louis-Marie,Paris,"['French', 'Fast Food', 'Diner', 'Vegetarian Friendly', 'Gluten Free Options']",1506.0,5.0,$,44.0,"[['Wonderful crepes', 'Perfect for lunch!'], ['08/29/2017', '02/12/2016']]",/Restaurant_Review-g187147-d9784431-Reviews-Les_Crepes_de_Louis_Marie-Paris_Ile_de_France.html,d9784431
2177,CHUM's Vietnamese Cuisine,Berlin,['Vietnamese'],2179.0,4.5,$,22.0,"[['Delicious food, good service', 'Hidden gem!'], ['01/06/2018', '12/30/2017']]",/Restaurant_Review-g187323-d5826435-Reviews-CHUM_s_Vietnamese_Cuisine-Berlin.html,d5826435
1153,El Jamon y El Churrasco,Madrid,"['Mediterranean', 'Spanish']",1154.0,4.0,$$ - $$$,234.0,"[['Good Restaurant in Madrid', 'Great range of food'], ['04/22/2017', '02/12/2017']]",/Restaurant_Review-g187514-d987810-Reviews-El_Jamon_y_El_Churrasco-Madrid.html,d987810
976,Pizza Art,Brussels,"['Pizza', 'Italian', 'European']",977.0,4.0,$,30.0,"[['Very good pizza', 'Best Pizza in Brussels'], ['07/15/2017', '01/23/2018']]",/Restaurant_Review-g188644-d8398954-Reviews-Pizza_Art-Brussels.html,d8398954
1982,Pizza a Pezzi Milano,Milan,"['Italian', 'Pizza']",1984.0,3.5,,111.0,"[[], []]",/Restaurant_Review-g187849-d4993564-Reviews-Pizza_a_Pezzi_Milano-Milan_Lombardy.html,d4993564
11360,Butchers' Hall,London,"['European', 'British']",11370.0,4.5,,4.0,"[['Now closed for refurbishment of Bartholome...', 'Nice ambience'], ['05/18/2016', '02/26/2016']]",/Restaurant_Review-g186338-d1386571-Reviews-Butchers_Hall-London_England.html,d1386571
2772,Pluto's Pizza,Rome,['Pizza'],2773.0,4.5,,62.0,"[[], []]",/Restaurant_Review-g187791-d4559284-Reviews-Pluto_s_Pizza-Rome_Lazio.html,d4559284
10216,Cartet,Paris,['French'],10218.0,4.5,,12.0,"[['In Search of Lost Time', 'Restaurant Cartet'], ['06/04/2017', '11/26/2014']]",/Restaurant_Review-g187147-d714922-Reviews-Cartet-Paris_Ile_de_France.html,d714922
1093,Dzsungel Cafe and Restaurant,Budapest,"['Seafood', 'European', 'International', 'Vegetarian Friendly']",1094.0,3.5,$$ - $$$,145.0,"[['Nice decoration ideas', 'Recommended restaurant'], ['11/24/2017', '10/05/2017']]",/Restaurant_Review-g274887-d3691910-Reviews-Dzsungel_Cafe_and_Restaurant-Budapest_Central_Hungary.html,d3691910
451,Centrale,Athens,"['Bar', 'Cafe', 'Mediterranean', 'Greek', 'Vegetarian Friendly']",452.0,4.0,$$ - $$$,143.0,"[['Rather good choice', 'Nice cafe/ restaurant in a central locatio...'], ['01/03/2018', '01/02/2018']]",/Restaurant_Review-g189400-d6560717-Reviews-Centrale-Athens_Attica.html,d6560717
1867,Delices D'asie,Lyon,,1868.0,4.0,,16.0,"[[], []]",/Restaurant_Review-g207360-d7991145-Reviews-Delices_D_asie-Villeurbanne_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d7991145
1355,MAMMAM Garkuche-Street Food von Vietnam und Thailand,Berlin,"['Thai', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options']",1357.0,4.0,$,65.0,"[['Lovely food!', 'Great food and value'], ['11/19/2017', '07/16/2017']]",/Restaurant_Review-g187323-d2315937-Reviews-MAMMAM_Garkuche_Street_Food_von_Vietnam_und_Thailand-Berlin.html,d2315937
12337,Golden Noodle,London,['Asian'],12347.0,4.0,,,"[['My local Chinese - much better than it loo...'], ['06/01/2016']]",/Restaurant_Review-g186338-d5243330-Reviews-Golden_Noodle-London_England.html,d5243330
11767,Bungalow cafe hackney,London,['Cafe'],11777.0,4.0,$,12.0,"[['Epic breakfasts', 'Breakfast'], ['10/19/2016', '06/10/2016']]",/Restaurant_Review-g186338-d5268974-Reviews-Bungalow_cafe_hackney-London_England.html,d5268974
3728,Accua Di Fusion,Lisbon,,,,,,,/Restaurant_Review-g189158-d10670753-Reviews-Accua_Di_Fusion-Lisbon_Lisbon_District_Central_Portugal.html,d10670753
2218,Malafemmena,Rome,"['Italian', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",2219.0,4.0,$$$$,527.0,"[['Nice seafood stop', 'Great little place! Great service!'], ['12/18/2017', '12/16/2017']]",/Restaurant_Review-g187791-d2180143-Reviews-Malafemmena-Rome_Lazio.html,d2180143
2540,Mother India,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly']",2547.0,4.0,$$ - $$$,34.0,"[['Worst Indian food I ever had', 'Good food. Excellent taste. Satisfying Ind...'], ['09/02/2017', '03/27/2017']]",/Restaurant_Review-g188590-d2093516-Reviews-Mother_India-Amsterdam_North_Holland_Province.html,d2093516
1256,Zunfthaus,Munich,,1268.0,4.5,,6.0,"[['The best place ever!', 'Meet friends over good Bavarian food'], ['06/19/2017', '02/24/2017']]",/Restaurant_Review-g187309-d11717447-Reviews-Zunfthaus-Munich_Upper_Bavaria_Bavaria.html,d11717447
3198,Stylez,Vienna,"['Bar', 'Cafe', 'Pub']",3200.0,3.5,,14.0,"[['Since 5 years always good for a Drink!', 'Cocktail and drinks place'], ['08/15/2017', '12/14/2015']]",/Restaurant_Review-g190454-d1023484-Reviews-Stylez-Vienna.html,d1023484
820,Hedone,Lyon,,821.0,5.0,,12.0,"[[], []]",/Restaurant_Review-g187265-d12377550-Reviews-Hedone-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d12377550
1234,Floris Bar,Brussels,['Pub'],1235.0,4.0,$$ - $$$,83.0,"[['Oh, my, what just happened?', 'Very nice absinth bar'], ['08/01/2017', '07/26/2017']]",/Restaurant_Review-g188644-d815263-Reviews-Floris_Bar-Brussels.html,d815263
546,Restaurant Brandl,Vienna,"['Austrian', 'Central European', 'European', 'Gastropub', 'Vegetarian Friendly']",547.0,4.0,$$ - $$$,115.0,"[['Nice and quite', 'pleasant lunch'], ['08/24/2017', '07/04/2017']]",/Restaurant_Review-g190454-d1995983-Reviews-Restaurant_Brandl-Vienna.html,d1995983
2545,Camino Monument,London,"['Spanish', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",2550.0,4.0,$$ - $$$,177.0,"[['Business meal', 'Just love this place'], ['11/09/2017', '10/03/2017']]",/Restaurant_Review-g186338-d3309855-Reviews-Camino_Monument-London_England.html,d3309855
2593,Wellington Lounge,London,"['British', 'Gluten Free Options']",2598.0,4.5,$$$$,113.0,"[['Loved the afternoon tea experience', 'Amazing afternoon tea'], ['01/02/2018', '12/30/2017']]",/Restaurant_Review-g186338-d2095899-Reviews-Wellington_Lounge-London_England.html,d2095899
425,Maselli Ristorante,Berlin,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",426.0,4.5,$$ - $$$,82.0,"[['Best Italian restaurant in Berlin', 'Good Italian food, nice people, cozy area'], ['01/07/2018', '05/03/2017']]",/Restaurant_Review-g187323-d2546569-Reviews-Maselli_Ristorante-Berlin.html,d2546569
335,La Cucaracha,Rome,"['Mexican', 'Latin', 'Central American', 'Vegetarian Friendly', 'Vegan Options']",336.0,4.0,$$ - $$$,716.0,"[['Authentic Mexican food in Rome', 'How do you say YUM in mexican?!?'], ['10/25/2017', '05/21/2017']]",/Restaurant_Review-g187791-d795651-Reviews-La_Cucaracha-Rome_Lazio.html,d795651
1547,Ristorante La Giarra,Milan,['Italian'],1549.0,4.0,$$ - $$$,225.0,"[['genuine food', 'I repeat coming back, no regrets!'], ['05/10/2016', '04/27/2015']]",/Restaurant_Review-g187849-d1315503-Reviews-Ristorante_La_Giarra-Milan_Lombardy.html,d1315503
25,Jolly Restaurant,Luxembourg,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",26.0,4.5,$$ - $$$,135.0,"[['Delicious pizza, quickly delivery', 'best noodles at Luxembourg Gare!'], ['10/29/2017', '05/08/2017']]",/Restaurant_Review-g190356-d6521915-Reviews-Jolly_Restaurant-Luxembourg_City.html,d6521915
1967,La Pizzarra,Barcelona,"['Italian', 'Pizza', 'Vegetarian Friendly']",1968.0,4.5,$,195.0,"[['Really really really really good pizza!', 'Best pizza in Barcelona'], ['10/25/2017', '10/25/2017']]",/Restaurant_Review-g187497-d6848478-Reviews-La_Pizzarra-Barcelona_Catalonia.html,d6848478
10582,Le Relais de la Route Bleue,Paris,,10584.0,4.0,,5.0,"[[], []]",/Restaurant_Review-g187147-d4793925-Reviews-Le_Relais_de_la_Route_Bleue-Paris_Ile_de_France.html,d4793925
5183,Pony Polo,Paris,"['Argentinean', 'South American']",5184.0,4.0,$$ - $$$,92.0,"[['Great food', 'Best restaurant in Paris'], ['03/26/2016', '03/26/2016']]",/Restaurant_Review-g187147-d4419580-Reviews-Pony_Polo-Paris_Ile_de_France.html,d4419580
6428,Il Ristoro,Milan,,,,,,,/Restaurant_Review-g187849-d8338582-Reviews-Il_Ristoro-Milan_Lombardy.html,d8338582
1391,Casa 7 Cafe,Lisbon,"['Cafe', 'Portuguese', 'European']",1392.0,4.5,$,24.0,"[['Busy and Friendly Bar', 'Nice little find in busy Lisbon'], ['01/02/2018', '10/24/2017']]",/Restaurant_Review-g189158-d8418627-Reviews-Casa_7_Cafe-Lisbon_Lisbon_District_Central_Portugal.html,d8418627
1079,Dieze 'Kopi',Hamburg,,1081.0,5.0,,4.0,"[[], []]",/Restaurant_Review-g187331-d6874684-Reviews-Dieze_Kopi-Hamburg.html,d6874684
4660,La piadineria,Milan,,4663.0,4.0,,,"[[], []]",/Restaurant_Review-g187849-d13172911-Reviews-La_piadineria-Milan_Lombardy.html,d13172911
10045,La Cantine Du Bazar,Paris,['International'],10047.0,3.5,$,9.0,"[['Great food, inexpensive, fabulous views', 'A break in the shopping'], ['03/12/2017', '11/02/2015']]",/Restaurant_Review-g187147-d3484813-Reviews-La_Cantine_Du_Bazar-Paris_Ile_de_France.html,d3484813
2166,Piccolino,Stockholm,"['Cafe', 'Swedish', 'Scandinavian', 'Vegetarian Friendly']",2169.0,3.0,$$ - $$$,27.0,"[['Good Fika, Not so good service', 'Very good coffee and pastries'], ['07/22/2017', '10/26/2017']]",/Restaurant_Review-g189852-d6018046-Reviews-Piccolino-Stockholm.html,d6018046
5968,EMYFA,Madrid,,5971.0,4.0,,,"[[], []]",/Restaurant_Review-g187514-d13325878-Reviews-EMYFA-Madrid.html,d13325878
3064,Rain,Amsterdam,"['European', 'International']",3074.0,3.0,$$ - $$$,278.0,"[['Burgers', 'Good to start with and then it went downhi...'], ['12/01/2017', '02/14/2017']]",/Restaurant_Review-g188590-d696995-Reviews-Rain-Amsterdam_North_Holland_Province.html,d696995
5043,Cafe Caracas,Barcelona,['Cafe'],5044.0,4.0,$,19.0,"[['Breakfast', 'very good frankfurts'], ['07/08/2017', '07/21/2017']]",/Restaurant_Review-g187497-d8017690-Reviews-Cafe_Caracas-Barcelona_Catalonia.html,d8017690
1787,Leon de Bruxelles,Paris,"['French', 'Belgian', 'Seafood', 'European']",1788.0,4.0,$$ - $$$,458.0,"[['Good food for the family', 'Bring on the Moules!'], ['12/08/2017', '07/25/2017']]",/Restaurant_Review-g187147-d2011452-Reviews-Leon_de_Bruxelles-Paris_Ile_de_France.html,d2011452
13470,JRC Global Buffet Wood Green,London,"['Chinese', 'Thai', 'Asian', 'Vegetarian Friendly']",13480.0,3.0,$$ - $$$,197.0,"[[""It's ok I guess"", 'Be prepared to eat!'], ['09/14/2017', '07/28/2017']]",/Restaurant_Review-g186338-d3836815-Reviews-JRC_Global_Buffet_Wood_Green-London_England.html,d3836815
2133,Gourmand'in,Brussels,"['French', 'Belgian', 'European']",2134.0,4.0,,7.0,"[['Perfect 1st stop!', ""Elegant Goodies at Gourmand'in!""], ['03/31/2015', '04/25/2014']]",/Restaurant_Review-g188644-d5413018-Reviews-Gourmand_in-Brussels.html,d5413018
632,Habemus pinsa,Rome,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",633.0,4.5,$,212.0,"[['Wonderful local roman variety of pizza, pi...', 'I have no idea what I ordered'], ['09/30/2017', '09/20/2017']]",/Restaurant_Review-g187791-d8099247-Reviews-Habemus_pinsa-Rome_Lazio.html,d8099247
8206,Bar Mirador,Madrid,['Spanish'],8213.0,2.5,$,29.0,"[['Clowns that DO NOT Smile!', 'Cafe inside Retiro Park'], ['08/19/2017', '07/18/2017']]",/Restaurant_Review-g187514-d12485149-Reviews-Bar_Mirador-Madrid.html,d12485149
3228,Cantinho Brasileiro,Barcelona,['Brazilian'],3229.0,4.0,$,54.0,"[['Delicious authentic Brazilian food', 'Something off the Grid..'], ['08/09/2017', '07/31/2017']]",/Restaurant_Review-g187497-d3537311-Reviews-Cantinho_Brasileiro-Barcelona_Catalonia.html,d3537311
580,T.G.I. Friday's Andel,Prague,"['American', 'Bar', 'Barbecue', 'Central American', 'South American']",581.0,4.0,$$ - $$$,252.0,"[['last morning breakfast', 'very nice food but a bit pricey'], ['12/19/2017', '05/26/2017']]",/Restaurant_Review-g274707-d5452950-Reviews-T_G_I_Friday_s_Andel-Prague_Bohemia.html,d5452950
6101,Mian Fan,Paris,,6102.0,4.0,,17.0,"[['Dinner for 2'], ['07/28/2017']]",/Restaurant_Review-g187147-d10041185-Reviews-Mian_Fan-Paris_Ile_de_France.html,d10041185
6061,Vapiano Europa Center,Berlin,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",6063.0,3.0,$$ - $$$,316.0,"[['fast food', 'The service model is not good'], ['12/12/2017', '11/02/2017']]",/Restaurant_Review-g187323-d7657884-Reviews-Vapiano_Europa_Center-Berlin.html,d7657884
190,The Hereford Arms,London,"['Bar', 'British', 'Pub', 'Gastropub', 'Vegetarian Friendly', 'Gluten Free Options']",191.0,4.5,$$ - $$$,875.0,"[['A great English pub.', 'Great pub food'], ['12/18/2017', '12/15/2017']]",/Restaurant_Review-g186338-d1645696-Reviews-The_Hereford_Arms-London_England.html,d1645696
5347,bibimbap,Paris,"['Asian', 'Korean', 'Vegetarian Friendly']",5348.0,3.5,$$ - $$$,163.0,"[['Please ,smile', 'Overpriced. Skimpy portions of the ban ch...'], ['02/22/2017', '11/30/2017']]",/Restaurant_Review-g187147-d803025-Reviews-Bibimbap-Paris_Ile_de_France.html,d803025
1841,Rosevear Tea,Edinburgh,,,,,,,/Restaurant_Review-g186525-d12327273-Reviews-Rosevear_Tea-Edinburgh_Scotland.html,d12327273
3494,La Cocinita,Madrid,,3496.0,4.5,,11.0,"[[], []]",/Restaurant_Review-g187514-d5870136-Reviews-La_Cocinita-Madrid.html,d5870136
3932,Bar Vereinszimmer Lo Spazio,Berlin,,3934.0,3.5,,15.0,"[['Italian snacks in Kreuzberg', 'Good food but small portions'], ['12/09/2016', '10/31/2016']]",/Restaurant_Review-g187323-d7045332-Reviews-Bar_Vereinszimmer_Lo_Spazio-Berlin.html,d7045332
4502,Gaudi,Madrid,['Spanish'],4504.0,4.0,$,20.0,"[['Cheap Eats', 'You can understand where the english word...'], ['08/29/2017', '04/12/2016']]",/Restaurant_Review-g187514-d3775058-Reviews-Gaudi-Madrid.html,d3775058
5172,Le double Fond,Paris,['French'],5173.0,4.0,$$ - $$$,37.0,"[['Not just for drinks', 'NOT FOR TOURISTS!!!'], ['02/20/2016', '08/26/2015']]",/Restaurant_Review-g187147-d3808145-Reviews-Le_double_Fond-Paris_Ile_de_France.html,d3808145
